"","sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"6414","Naine",29,"25-49","Ei","Kõrg","Kesk",NA,"Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1052.34,"Suurel määral",294.619,314.902,297.244
"6415","Naine",18,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",321.951,295.277,320.237
"6416","Naine",57,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Kesk","Keskmine",450,"Väga vähe",307.199,240.718,NA
"6417","Naine",19,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",344.654,362.333,325.929
"6418","Mees",62,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",257.896,249.159,NA
"6419","Naine",21,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",644.475,"Suurel määral",314.5,296.597,318.463
"6420","Mees",23,"16-24","Ei","Kesk","Põhi","Ei","Hõivatud","Suurepärane","Põhi","Madal",103.95,"Mõningal määral",295.954,279.471,NA
"6421","Mees",37,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1407.62,"Suurel määral",309.234,298.49,306.044
"6422","Mees",37,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",881.286,"Väga suurel määral",303.25,349.936,318.147
"6423","Mees",24,"16-24","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",260,"Suurel määral",293.363,304.463,298.258
"6424","Naine",21,"16-24","Jah","Kõrg","Kõrg","Jah","Mitteaktiivne","Halb","Põhi","Madal",NA,"Suurel määral",242.725,238.802,316.593
"6425","Mees",34,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",1144.45,"Suurel määral",339.612,333.821,334.784
"6426","Naine",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Üldse mitte",266.095,263.475,NA
"6427","Naine",48,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",151.858,139.139,NA
"6428","Naine",24,"16-24","Ei","Kesk","Kesk",NA,"Hõivatud","Väga hea","Rakenduskõrg","Kõrge",1012.87,"Suurel määral",304.378,330.735,323.168
"6429","Mees",55,"50+","Jah","Kesk","Kesk","Ei","Hõivatud","Väga hea","Põhi","Madal",NA,"Mõningal määral",205.024,247.535,NA
"6430","Naine",49,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",526.014,"Mõningal määral",219.084,274.413,255.829
"6431","Naine",49,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",223.374,"Suurel määral",242.338,243.281,232.331
"6432","Naine",38,"25-49","Ei","Kesk",NA,"Jah","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Mõningal määral",299.174,267.607,NA
"6433","Naine",59,"50+","Jah","Põhi",NA,"Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Üldse mitte",222.467,169.826,NA
"6434","Naine",30,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",466.802,"Suurel määral",294.958,306.963,274.471
"6435","Naine",36,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",723.388,"Väga suurel määral",312.326,269.205,281.022
"6436","Naine",54,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",251.725,272.346,247.443
"6437","Naine",50,"50+","Jah","Põhi",NA,"Jah","Hõivatud","Väga hea","Kesk","Keskmine",486.539,"Mõningal määral",349.949,358.175,NA
"6438","Naine",39,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",354.957,"Mõningal määral",295.86,256.078,NA
"6439","Mees",46,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",520,"Mõningal määral",305.726,301.306,223.26
"6440","Mees",19,"16-24","Ei","Kõrg",NA,"Ei","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",276.264,239.173,277.768
"6441","Naine",21,"16-24","Ei","Kesk","Põhi","Ei","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Väga suurel määral",290.3,282.022,311.268
"6442","Naine",23,"16-24","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",720,"Suurel määral",378.089,346.491,318.775
"6443","Mees",28,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Kesk-järgne kutse","Keskmine",NA,"Mõningal määral",278.682,313.592,265.781
"6444","Naine",37,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",1407.62,"Mõningal määral",214.41,222.987,203.492
"6445","Mees",22,"16-24","Ei","Kesk","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",NA,"Väga suurel määral",254.151,249.655,254.952
"6446","Naine",60,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",175.565,208.06,185.328
"6447","Mees",29,"25-49","Ei","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",805.594,"Suurel määral",255.844,237.49,267.33
"6448","Naine",50,"50+","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",236.717,266.34,236.924
"6449","Naine",51,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1124.71,"Suurel määral",273.628,261.489,225.509
"6450","Mees",57,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",202.697,165.183,NA
"6451","Mees",38,"25-49","Ei","Kesk","Kesk",NA,"Hõivatud","Hea","Kesk-järgne kutse","Keskmine",552.33,"Suurel määral",292.894,256.195,270.472
"6452","Naine",33,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Põhi","Madal",447.064,"Suurel määral",238.427,231.354,248.11
"6453","Naine",29,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",255.706,242.159,286.582
"6454","Naine",38,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",749.704,"Suurel määral",177.431,189.865,169.808
"6455","Mees",29,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",975,"Suurel määral",328.77,287.264,342.985
"6456","Naine",37,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Põhi","Madal",188.287,"Mõningal määral",197.312,219.629,229.11
"6457","Mees",55,"50+","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",341.798,"Mõningal määral",162.093,176.503,181.41
"6458","Naine",34,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",447.064,"Suurel määral",277.957,282.148,274.562
"6459","Naine",57,"50+","Ei","Põhi","Kesk","Ei","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",770,"Suurel määral",321.131,303.634,282.968
"6460","Mees",57,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",1276.03,"Suurel määral",292.279,296.772,NA
"6461","Naine",31,"25-49","Jah","Kõrg","Põhi","Jah","Hõivatud","Suurepärane","Põhi","Madal",328.64,"Suurel määral",190.182,230.244,230.426
"6462","Naine",25,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1012.87,"Väga suurel määral",308.794,314.529,319.154
"6463","Naine",60,"50+","Jah","Kesk","Kesk",NA,"Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",332.842,360.092,310.303
"6464","Mees",18,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Suurepärane","Põhi","Madal",NA,"Mõningal määral",310.849,314.492,319.876
"6465","Mees",60,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",1210.24,"Suurel määral",229.992,212.667,NA
"6466","Mees",59,"50+","Ei","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",264.949,231.562,NA
"6467","Mees",39,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",618.121,"Suurel määral",277.469,271.907,274.325
"6468","Naine",54,"50+","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",190.309,205.564,203.055
"6469","Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",2536.04,"Väga suurel määral",272.936,226.948,297.89
"6470","Naine",42,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",234.248,277.2,293.751
"6471","Naine",64,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",352.325,"Mõningal määral",266.622,281.811,214.208
"6472","Naine",38,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1012.87,"Väga suurel määral",337.414,338.326,305.719
"6473","Mees",57,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Väga vähe",259.877,248.565,NA
"6474","Mees",52,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",749.704,"Väga vähe",310.892,281.286,NA
"6475","Mees",58,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",354.957,"Üldse mitte",269.187,260.024,NA
"6476","Mees",51,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",261.744,276.616,NA
"6477","Naine",57,"50+","Jah","Põhi","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",618.121,"Suurel määral",304.985,298.558,282.786
"6478","Mees",33,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",2700,"Suurel määral",334.28,301.904,320.263
"6479","Naine",43,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",761.546,"Suurel määral",284.772,298.687,271.082
"6480","Naine",27,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",749.704,"Suurel määral",370.369,343.086,316.422
"6481","Mees",38,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",250.694,300.15,291.22
"6482","Naine",40,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",958,"Väga suurel määral",348.78,342.496,348.053
"6483","Naine",63,"50+","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",285.786,305.719,270.242
"6484","Mees",21,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",351.704,367.274,357.821
"6485","Mees",65,"50+","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",232.632,226.855,NA
"6486","Mees",35,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",278.155,289.668,267.382
"6487","Naine",65,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",256.081,231.285,NA
"6488","Mees",37,"25-49","Ei","Kesk","Kesk",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",319.313,360.899,309.505
"6489","Naine",62,"50+","Jah","Põhi","Kõrg",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",243.889,219.981,NA
"6490","Naine",17,"16-24","Ei","Põhi","Kesk","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",305.73,268.168,NA
"6491","Mees",35,"25-49","Ei","Põhi","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",486.539,"Mõningal määral",328.844,269.058,NA
"6492","Mees",46,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",810,"Mõningal määral",293.214,320.803,301.588
"6493","Naine",52,"50+","Jah","Põhi",NA,"Ei","Hõivatud","Rahuldav","Kesk","Keskmine",289.166,"Suurel määral",275.971,273.801,271.521
"6494","Naine",52,"50+","Jah","Kõrg","Kõrg","Ei","Hõivatud","Halb","Rakenduskõrg","Kõrge",520,"Väga suurel määral",264.144,328.702,292.575
"6495","Mees",23,"16-24","Ei","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",350.864,340.507,330.393
"6496","Naine",52,"50+","Jah","Põhi",NA,NA,"Hõivatud","Rahuldav","Kesk","Keskmine",407.59,"Suurel määral",247.757,263.94,NA
"6497","Mees",33,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",NA,"Mõningal määral",253.19,271.528,261.691
"6498","Mees",39,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",345.45,367.997,349.878
"6499","Naine",50,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",550,"Suurel määral",294.199,290.705,NA
"6500","Naine",40,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",618.121,"Suurel määral",323.546,308.507,NA
"6501","Naine",65,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",305,"Väga vähe",257.333,241.992,181.754
"6502","Mees",34,"25-49","Ei","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",289.473,284.331,NA
"6503","Mees",38,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",416.399,"Väga suurel määral",276.012,306.768,285.381
"6504","Mees",39,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",872.551,"Suurel määral",306.425,302.388,293.807
"6505","Mees",26,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Kesk","Keskmine",1276.03,"Suurel määral",288.95,264.761,293.803
"6506","Mees",21,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Suurel määral",276.917,315.564,275.502
"6507","Naine",26,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",815.495,"Väga suurel määral",327.305,312.491,301.685
"6508","Mees",57,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",815.495,"Suurel määral",267.135,259.872,239.064
"6509","Mees",44,"25-49","Jah","Kõrg","Kesk","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",243.918,182.633,182.338
"6510","Mees",35,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",1276.03,"Väga suurel määral",267.733,271.468,259.185
"6511","Mees",56,"50+","Jah","Põhi","Põhi","Jah","Töötu","Halb","Kesk","Keskmine",NA,"Väga suurel määral",170.021,226.853,NA
"6512","Mees",29,"25-49","Ei","Kesk","Kõrg","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",NA,"Väga vähe",266.18,274.777,289.857
"6513","Mees",49,"25-49","Ei","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",300,"Mõningal määral",248.36,257.969,NA
"6514","Naine",50,"50+","Jah","Põhi",NA,NA,"Hõivatud","Rahuldav","Põhi","Madal",618.121,"Suurel määral",173.816,143.216,201.48
"6515","Mees",27,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1078.66,"Mõningal määral",339.81,333.132,329.035
"6516","Mees",61,"50+","Jah","Kõrg","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",618.121,"Väga vähe",190.815,189.015,NA
"6517","Naine",35,"25-49","Jah","Põhi","Kesk","Jah","Töötu","Hea","Põhi","Madal",NA,"Mõningal määral",184.224,218.766,NA
"6518","Naine",53,"50+","Jah","Kesk","Põhi","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",657.596,"Väga suurel määral",264.875,277.197,260.49
"6519","Mees",41,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Halb","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",282.936,298.446,242.35
"6520","Naine",51,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",331.272,"Mõningal määral",188.486,185.552,199.302
"6521","Naine",60,"50+","Jah","Kõrg","Kesk","Ei","Mitteaktiivne","Halb","Rakenduskõrg","Kõrge",NA,"Mõningal määral",250.228,226.737,NA
"6522","Mees",35,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1300,"Suurel määral",317.603,332.258,326.235
"6523","Mees",22,"16-24","Ei","Kõrg","Kesk","Jah","Mitteaktiivne","Suurepärane","Kesk","Keskmine",NA,"Suurel määral",314.432,305.979,302.557
"6524","Naine",34,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",749.704,"Suurel määral",295.438,301.438,NA
"6525","Naine",62,"50+","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Väga vähe",222.582,227.355,NA
"6526","Mees",37,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",833.917,"Suurel määral",326.457,360.216,326.101
"6527","Naine",43,"25-49","Jah","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",1726,"Suurel määral",324.291,322.766,282.267
"6528","Mees",27,"25-49","Ei","Kõrg","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",299.046,287.173,258.065
"6529","Naine",62,"50+","Ei","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",225.792,200.564,NA
"6530","Naine",49,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1820,"Suurel määral",291.567,291.476,269.125
"6531","Mees",36,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",NA,"Väga vähe",271.698,305.121,298.591
"6532","Naine",58,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",795.758,"Mõningal määral",279.141,241.754,251.979
"6533","Naine",21,"16-24","Ei","Kesk","Kesk","Jah","Hõivatud","Halb","Kesk-järgne kutse","Keskmine",274.691,"Mõningal määral",302.756,318.988,289.251
"6534","Naine",65,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",271.494,282.797,NA
"6535","Mees",41,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",749.704,"Väga vähe",259.388,261.627,251.893
"6536","Mees",17,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Suurepärane","Põhi","Madal",NA,"Suurel määral",313.016,321.497,333.842
"6537","Naine",38,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",906.287,"Mõningal määral",287.548,319.041,276.085
"6538","Naine",44,"25-49","Jah","Põhi","Põhi","Ei","Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",233.11,226.387,NA
"6539","Naine",65,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",815.495,"Mõningal määral",256.852,282.294,227.828
"6540","Naine",35,"25-49","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Suurepärane","Kesk","Keskmine",NA,"Mõningal määral",269.18,262.79,280.998
"6541","Mees",50,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",552.33,"Mõningal määral",268.248,283.622,NA
"6542","Naine",56,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",239,"Suurel määral",297.65,339.524,308.698
"6543","Mees",34,"25-49","Ei","Põhi",NA,"Ei","Hõivatud","Väga hea","Kesk","Keskmine",500,"Mõningal määral",243.666,296.8,256.709
"6544","Mees",59,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",280,"Mõningal määral",284.555,269.192,NA
"6545","Mees",49,"25-49","Jah",NA,"Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",657.596,"Mõningal määral",228.816,223.563,NA
"6546","Naine",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Hea","Rakenduskõrg","Kõrge",NA,"Mõningal määral",290.94,291.401,NA
"6547","Mees",39,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",1276.03,"Mõningal määral",325.322,317.639,301.463
"6548","Naine",17,"16-24","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",273.599,315.059,306.828
"6549","Naine",21,"16-24","Ei","Kesk","Kesk",NA,"Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",335.449,334.572,349.646
"6550","Naine",53,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",763.482,"Suurel määral",332.363,345.511,300.438
"6551","Mees",44,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",815.495,"Mõningal määral",248.6,289.986,238.067
"6552","Naine",55,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",828.653,"Üldse mitte",219.911,242.899,NA
"6553","Naine",61,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",307.289,284.841,NA
"6554","Mees",22,"16-24","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Kesk","Keskmine",881.286,"Suurel määral",287.041,264.504,292.367
"6555","Naine",42,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",618.121,"Suurel määral",269.853,279.21,NA
"6556","Mees",48,"25-49","Jah","Põhi","Kesk","Ei","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Väga suurel määral",216.264,203.065,NA
"6557","Naine",31,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",315.386,309.035,322.602
"6558","Naine",27,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Põhi","Madal",173.333,"Mõningal määral",210.113,195.764,182.749
"6559","Mees",34,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",246.906,248.551,NA
"6560","Naine",34,"25-49","Jah","Kõrg",NA,"Jah","Hõivatud","Hea","Põhi","Madal",486.539,"Mõningal määral",288.593,292.891,280.628
"6561","Naine",20,"16-24","Ei","Kesk","Kõrg","Ei","Mitteaktiivne","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",302.616,296.282,302.591
"6562","Naine",21,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk","Keskmine",223.107,"Väga vähe",318.201,322.04,330.379
"6563","Mees",61,"50+","Jah","Kesk","Põhi",NA,"Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Suurel määral",246.692,235.726,NA
"6564","Naine",24,"16-24","Jah","Kesk","Kesk","Ei","Mitteaktiivne","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",237.775,225.37,260.247
"6565","Naine",36,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Väga hea","Kesk","Keskmine",854.97,"Mõningal määral",300.5,288.919,308.534
"6566","Naine",50,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1026.03,"Väga suurel määral",349.935,354.246,317.28
"6567","Naine",50,"50+","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",212.81,203.48,218.794
"6568","Mees",55,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",1100.63,"Suurel määral",273.643,244.061,199.682
"6569","Naine",34,"25-49","Jah","Kesk","Kõrg","Ei","Hõivatud","Hea","Rakenduskõrg","Kõrge",1000,"Väga suurel määral",276.465,227.27,265.42
"6570","Mees",24,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",293.026,301.077,287.894
"6571","Mees",41,"25-49","Ei","Põhi","Põhi",NA,"Hõivatud","Hea","Kesk-järgne kutse","Keskmine",815.495,"Suurel määral",318.979,339.64,290.898
"6572","Mees",36,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",194.272,274.566,255.085
"6573","Naine",52,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Rakenduskõrg","Kõrge",191,"Suurel määral",286.113,286.646,NA
"6574","Naine",40,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",607.595,"Väga vähe",255.471,241.249,277.229
"6575","Naine",57,"50+","Ei","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",103.95,"Mõningal määral",210.44,179.681,NA
"6576","Naine",40,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",749.704,"Mõningal määral",256.835,288.784,243.462
"6577","Mees",52,"50+","Jah","Kesk","Kõrg","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",297.433,277.764,230.469
"6578","Naine",52,"50+","Jah","Kesk","Kesk",NA,"Hõivatud","Väga hea","Kesk","Keskmine",881.286,"Mõningal määral",277.081,290.304,265.596
"6579","Naine",45,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",420.748,"Mõningal määral",235.632,273.98,260.966
