"","sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"6014","Mees",34,"25-49","Jah","Kesk","Korg","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel maaral",194.8313,253.7679,NA
"6015","Mees",59,"50+","Jah","Pohi",NA,"Jah","Mitteaktiivne","Halb","Pohi","Madal",NA,"Uldse mitte",186.1729,164.8142,NA
"6016","Mees",24,"16-24","Ei","Kesk","Korg",NA,"Tootu","Rahuldav","Pohi","Madal",NA,"Vaga suurel maaral",281.338,256.157,304.6622
"6017","Naine",42,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Vaga hea","Akadeemiline korg","Korge",473.3809,"Moningal maaral",290.0854,268.503,261.7146
"6018","Mees",57,"50+","Jah","Kesk","Korg",NA,"Hoivatud","Rahuldav","Akadeemiline korg","Korge",1020,"Moningal maaral",313.5935,300.5834,NA
"6019","Naine",51,"50+","Jah","Pohi","Kesk","Jah","Mitteaktiivne","Halb","Pohi","Madal",NA,"Suurel maaral",282.2966,290.2839,NA
"6020","Mees",56,"50+","Jah","Korg","Korg","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",NA,"Suurel maaral",326.1888,319.5437,NA
"6021","Naine",65,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Vaga vahe",262.0899,258.6891,NA
"6022","Mees",17,"16-24","Ei","Korg","Kesk","Ei","Mitteaktiivne","Suureparane","Pohi","Madal",NA,"Vaga suurel maaral",338.3029,307.5029,317.2917
"6023","Mees",46,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",1539.198,"Suurel maaral",246.6216,296.9501,212.5536
"6024","Naine",33,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",618.1215,"Suurel maaral",308.6142,306.3083,302.0736
"6025","Mees",19,"16-24","Ei","Kesk","Pohi","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Moningal maaral",263.4993,273.5349,264.9798
"6026","Naine",37,"25-49","Jah","Pohi","Korg","Jah","Hoivatud","Hea","Pohi","Madal",455,"Vaga vahe",220.4668,185.4458,211.0439
"6027","Mees",18,"16-24","Ei","Kesk","Pohi","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Suurel maaral",261.8739,303.1752,277.8467
"6028","Naine",54,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",881.2864,"Suurel maaral",303.3407,287.1253,NA
"6029","Mees",24,"16-24","Ei","Korg",NA,NA,"Hoivatud","Vaga hea","Pohi","Madal",NA,"Moningal maaral",303.7778,302.2691,277.5541
"6030","Mees",63,"50+","Jah","Pohi","Korg","Jah","Tootu","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",249.4928,255.6638,207.4944
"6031","Naine",43,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",520,"Moningal maaral",245.8666,262.5873,230.9795
"6032","Mees",26,"25-49","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Vaga suurel maaral",302.7124,260.0734,320.2254
"6033","Mees",30,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1933.946,"Suurel maaral",250.4305,332.9841,290.772
"6034","Mees",41,"25-49","Ei","Pohi","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",618.1215,"Suurel maaral",317.8711,265.8038,265.8125
"6035","Mees",19,"16-24","Ei","Korg","Kesk","Ei","Hoivatud","Hea","Kesk","Keskmine",NA,"Suurel maaral",291.0763,250.9281,304.675
"6036","Naine",18,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Vaga hea","Pohi","Madal",530.3769,"Suurel maaral",276.0966,278.2198,271.7942
"6037","Mees",49,"25-49","Ei","Pohi",NA,"Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Moningal maaral",249.6004,285.6308,NA
"6038","Naine",26,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",400,"Suurel maaral",349.048,280.5061,310.1277
"6039","Naine",28,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Suurel maaral",353.3621,340.8692,321.518
"6040","Naine",38,"25-49","Ei","Pohi","Pohi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Vaga vahe",194.2328,186.5805,NA
"6041","Mees",30,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",1012.869,"Suurel maaral",243.5605,238.982,218.951
"6042","Naine",47,"25-49","Ei","Pohi","Pohi","Ei","Hoivatud","Rahuldav","Pohi","Madal",795.7578,"Moningal maaral",218.9308,229.441,NA
"6043","Naine",52,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",315.482,"Vaga suurel maaral",258.621,293.162,267.1809
"6044","Mees",35,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",1499.724,"Suurel maaral",285.7204,287.8528,270.1925
"6045","Mees",63,"50+","Ei","Pohi","Pohi","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",200.803,159.417,NA
"6046","Naine",63,"50+","Jah","Pohi","Pohi",NA,"Hoivatud","Rahuldav","Kesk","Keskmine",520,"Suurel maaral",280.2627,273.4394,223.0393
"6047","Naine",48,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",609,"Moningal maaral",271.0942,240.5131,NA
"6048","Mees",45,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",313.1244,290.711,331.9102
"6049","Naine",58,"50+","Jah","Pohi","Pohi","Jah","Tootu","Rahuldav","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",233.4498,216.5037,227.6086
"6050","Mees",63,"50+","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",460.2226,"Vaga suurel maaral",237.0563,279.659,221.73
"6051","Mees",45,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",920.761,"Moningal maaral",343.7483,348.5746,NA
"6052","Mees",23,"16-24","Ei","Korg","Korg","Jah","Hoivatud","Hea","Kesk","Keskmine",778.3898,"Suurel maaral",303.0043,292.4197,318.4142
"6053","Mees",36,"25-49","Ei","Kesk",NA,"Jah","Tootu","Hea","Rakenduskorg","Korge",NA,"Suurel maaral",289.4638,269.2524,292.6445
"6054","Mees",16,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Suurel maaral",322.1579,299.1535,313.2364
"6055","Mees",48,"25-49","Ei","Pohi","Pohi",NA,"Tootu","Halb","Pohi","Madal",NA,"Vaga vahe",286.0468,258.8859,NA
"6056","Naine",47,"25-49","Jah","Pohi","Kesk","Ei","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Moningal maaral",300.7311,289.4483,NA
"6057","Mees",30,"25-49","Jah","Kesk","Kesk","Jah","Tootu","Hea","Rakenduskorg","Korge",NA,"Vaga suurel maaral",295.9753,325.7785,301.616
"6058","Mees",20,"16-24","Ei","Kesk","Pohi","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Suurel maaral",300.8219,260.3571,316.5267
"6059","Naine",55,"50+","Jah","Korg","Pohi",NA,"Hoivatud","Rahuldav","Rakenduskorg","Korge",420,"Suurel maaral",352.0017,333.0124,NA
"6060","Naine",21,"16-24","Jah","Kesk","Kesk","Jah","Tootu","Rahuldav","Pohi","Madal",NA,"Moningal maaral",304.8793,296.2939,292.8539
"6061","Mees",58,"50+","Jah","Korg","Korg","Ei","Hoivatud","Rahuldav","Rakenduskorg","Korge",NA,"Vaga vahe",152.601,194.7163,NA
"6062","Naine",38,"25-49","Jah","Korg","Korg","Ei","Hoivatud","Hea","Kesk","Keskmine",NA,"Vaga suurel maaral",312.7978,303.4437,311.7124
"6063","Mees",50,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",1200,"Suurel maaral",285.2666,312.4678,NA
"6064","Naine",27,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",900,"Moningal maaral",318.631,282.4259,NA
"6065","Mees",28,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",1000,"Vaga suurel maaral",341.4586,340.622,315.303
"6066","Mees",50,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Suureparane","Kesk-jargne kutse","Keskmine",3250,"Vaga vahe",299.9957,278.5834,288.563
"6067","Mees",62,"50+","Jah","Pohi",NA,"Jah","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Suurel maaral",264.3653,211.4028,NA
"6068","Naine",28,"25-49","Ei","Kesk","Kesk","Ei","Hoivatud","Hea","Akadeemiline korg","Korge",1407.616,"Suurel maaral",302.4004,307.4228,350.6245
"6069","Mees",52,"50+","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Moningal maaral",268.3058,289.4111,NA
"6070","Mees",37,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",1539.198,"Suurel maaral",286.6232,281.8119,299.0988
"6071","Mees",42,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Hea","Rakenduskorg","Korge",NA,"Suurel maaral",272.0792,308.8101,283.5778
"6072","Naine",57,"50+","Jah","Pohi","Pohi",NA,"Hoivatud","Vaga hea","Akadeemiline korg","Korge",749.7039,"Vaga suurel maaral",237.5415,264.7017,222.8136
"6073","Naine",46,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",1276.034,"Suurel maaral",239.1033,293.7475,242.6239
"6074","Naine",28,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",420.7479,"Suurel maaral",298.6144,282.7586,NA
"6075","Naine",22,"16-24","Ei","Korg","Kesk","Ei","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",1933.946,"Suurel maaral",311.698,267.3002,NA
"6076","Naine",47,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Suureparane","Kesk","Keskmine",1562.446,"Suurel maaral",286.3107,269.2585,300.6488
"6077","Mees",37,"25-49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6078","Naine",47,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Suureparane","Akadeemiline korg","Korge",618.1215,"Moningal maaral",339.9163,362.2273,332.3781
"6079","Mees",27,"25-49","Jah","Pohi",NA,"Jah","Hoivatud","Hea","Kesk","Keskmine",416.3987,"Moningal maaral",283.8671,257.0486,248.6185
"6080","Mees",47,"25-49","Ei","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",445,"Moningal maaral",294.5547,298.8193,285.4418
"6081","Mees",44,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",618.1215,"Moningal maaral",269.7243,269.8985,264.5658
"6082","Naine",25,"25-49","Ei","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",710.2292,"Vaga suurel maaral",328.2521,287.4177,308.2571
"6083","Mees",28,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Rakenduskorg","Korge",NA,"Vaga suurel maaral",252.9062,280.4128,284.9749
"6084","Naine",35,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",749.7039,"Suurel maaral",299.2661,289.6254,253.7015
"6085","Naine",22,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Moningal maaral",308.683,289.3997,289.3092
"6086","Naine",28,"25-49","Jah","Pohi","Kesk","Jah","Mitteaktiivne","Vaga hea","Kesk-jargne kutse","Keskmine",NA,"Vaga suurel maaral",295.9332,305.3324,285.5854
"6087","Naine",35,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",800,"Moningal maaral",313.8559,326.4269,313.582
"6088","Naine",24,"16-24","Ei","Kesk","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",506.2765,"Suurel maaral",297.3492,308.9164,292.9736
"6089","Naine",62,"50+","Jah","Pohi","Korg","Jah","Mitteaktiivne","Rahuldav","Akadeemiline korg","Korge",NA,"Moningal maaral",311.7743,251.1606,NA
"6090","Mees",29,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Hea","Kesk","Keskmine",1210.242,"Vaga suurel maaral",336.1155,342.4662,356.8419
"6091","Naine",52,"50+","Jah","Kesk","Pohi","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",416.3987,"Suurel maaral",275.9013,250.1138,250.7438
"6092","Mees",23,"16-24","Ei","Korg","Korg","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Vaga suurel maaral",318.5623,311.7028,297.8562
"6093","Naine",60,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",1300,"Suurel maaral",310.6853,298.2437,284.6885
"6094","Naine",53,"50+","Jah","Pohi","Korg","Jah","Hoivatud","Halb","Kesk","Keskmine",306.2712,"Vaga suurel maaral",276.1484,254.9064,NA
"6095","Naine",53,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",370,"Suurel maaral",230.3295,231.4708,243.9473
"6096","Mees",47,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",803.6527,"Suurel maaral",172.1046,172.9217,211.256
"6097","Mees",52,"50+","Ei","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",NA,"Vaga suurel maaral",348.8058,352.9927,322.8913
"6098","Naine",64,"50+","Jah","Pohi","Pohi","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Vaga vahe",221.5963,248.9596,NA
"6099","Mees",30,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",763.4822,"Moningal maaral",220.4059,248.577,247.2895
"6100","Naine",49,"25-49","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Moningal maaral",233.4603,280.3361,271.1774
"6101","Naine",25,"25-49","Ei","Korg","Pohi","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",1012.869,"Suurel maaral",336.5313,325.5989,309.1685
"6102","Mees",34,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",1276.034,"Moningal maaral",202.306,225.1503,192.648
"6103","Mees",59,"50+","Jah","Pohi","Korg","Jah","Mitteaktiivne","Halb","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",219.3224,236.8792,NA
"6104","Naine",40,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",354.9567,"Suurel maaral",241.1564,272.0863,249.4106
"6105","Naine",24,"16-24","Ei","Kesk","Kesk",NA,"Hoivatud","Vaga hea","Kesk","Keskmine",1670.781,"Suurel maaral",333.028,308.6241,314.2064
"6106","Naine",56,"50+","Jah","Kesk","Pohi","Jah","Hoivatud","Hea","Rakenduskorg","Korge",539.1721,"Suurel maaral",290.2165,292.1984,256.9848
"6107","Naine",23,"16-24","Jah","Kesk",NA,"Jah","Hoivatud","Hea","Kesk","Keskmine",216.7961,"Moningal maaral",219.6948,190.5928,226.8306
"6108","Mees",18,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Vaga suurel maaral",234.1191,239.2376,280.3383
"6109","Naine",59,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",300,"Moningal maaral",253.6017,264.015,243.7606
"6110","Mees",19,"16-24","Ei","Korg","Korg","Ei","Hoivatud","Hea","Kesk","Keskmine",NA,"Vaga suurel maaral",315.3669,345.1462,348.2758
"6111","Naine",42,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",552.3303,"Suurel maaral",296.2653,292.1295,281.4842
"6112","Mees",21,"16-24","Ei","Kesk","Korg","Ei","Hoivatud","Hea","Kesk","Keskmine",683.9127,"Suurel maaral",255.7335,230.3239,227.149
"6113","Naine",49,"25-49","Jah","Kesk","Korg","Ei","Hoivatud","Hea","Akadeemiline korg","Korge",1236.559,"Moningal maaral",338.021,329.7148,318.8686
"6114","Mees",47,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",820,"Suurel maaral",283.6754,285.5381,285.5309
"6115","Mees",47,"25-49","Jah",NA,NA,NA,"Hoivatud","Rahuldav","Kesk","Keskmine",881.2864,"Moningal maaral",186.2698,234.8388,NA
"6116","Naine",24,"16-24","Ei","Kesk","Pohi",NA,"Hoivatud","Hea","Rakenduskorg","Korge",520,"Vaga suurel maaral",325.475,295.6196,305.9739
"6117","Naine",38,"25-49","Jah","Korg","Korg","Ei","Tootu","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",271.886,264.2862,260.3257
"6118","Naine",29,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Kesk-jargne kutse","Keskmine",NA,"Suurel maaral",267.4431,278.7025,265.1343
"6119","Naine",59,"50+","Jah","Kesk","Kesk","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",493.1182,"Vaga vahe",292.0309,284.3311,NA
"6120","Mees",38,"25-49","Ei","Pohi",NA,NA,"Hoivatud","Rahuldav","Pohi","Madal",907.6028,"Suurel maaral",196.3643,227.8024,188.9666
"6121","Naine",18,"16-24","Ei","Korg","Kesk","Ei","Mitteaktiivne","Suureparane","Pohi","Madal",NA,"Vaga suurel maaral",270.7332,240.6932,310.3315
"6122","Naine",18,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Pohi","Madal",NA,"Vaga suurel maaral",321.3326,295.7104,332.3922
"6123","Naine",34,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",800,"Moningal maaral",308.6491,293.3347,313.9053
"6124","Naine",64,"50+","Ei","Pohi","Pohi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",221.7778,175.6761,NA
"6125","Naine",63,"50+","Jah","Kesk","Korg","Jah","Mitteaktiivne","Hea","Rakenduskorg","Korge",NA,"Moningal maaral",187.7419,236.7402,168.7668
"6126","Naine",64,"50+","Jah","Pohi","Pohi","Ei","Hoivatud","Hea","Kesk","Keskmine",223.3743,"Suurel maaral",250.1075,237.0214,NA
"6127","Naine",59,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",NA,"Suurel maaral",203.8263,196.4955,NA
"6128","Naine",34,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Hea","Rakenduskorg","Korge",NA,"Suurel maaral",285.511,255.8005,307.9216
"6129","Naine",39,"25-49","Jah","Korg","Korg","Ei","Hoivatud","Suureparane","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",314.435,292.8898,313.5338
"6130","Naine",31,"25-49","Jah","Kesk","Korg","Jah","Hoivatud","Hea","Rakenduskorg","Korge",749.7039,"Suurel maaral",276.1793,285.4613,273.172
"6131","Naine",51,"50+","Jah","Pohi","Pohi","Ei","Hoivatud","Rahuldav","Rakenduskorg","Korge",NA,"Uldse mitte",205.7659,219.8921,173.8365
"6132","Naine",60,"50+","Jah","Korg","Korg","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",183.8996,"Moningal maaral",323.2724,372.0648,297.9072
"6133","Mees",49,"25-49","Ei","Pohi","Pohi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Vaga suurel maaral",165,134.9319,NA
"6134","Mees",19,"16-24","Ei","Korg","Korg","Ei","Hoivatud","Hea","Kesk","Keskmine",NA,"Suurel maaral",269.0619,273.091,289.9344
"6135","Mees",37,"25-49","Jah","Korg","Korg","Jah","Tootu","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",289.7686,299.7279,273.7213
"6136","Naine",25,"25-49","Ei","Kesk",NA,"Jah","Hoivatud","Rahuldav","Kesk","Keskmine",458.9068,"Suurel maaral",261.5352,245.7734,260.9736
"6137","Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Pohi","Madal",NA,"Moningal maaral",312.9422,270.958,307.0326
"6138","Mees",21,"16-24","Ei","Korg","Korg","Ei","Hoivatud","Vaga hea","Kesk-jargne kutse","Keskmine",NA,"Suurel maaral",275.5286,280.1416,312.6039
"6139","Mees",52,"50+","Jah","Pohi","Pohi","Jah","Tootu","Halb","Rakenduskorg","Korge",NA,"Suurel maaral",272.5824,301.8482,238.9359
"6140","Mees",25,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",NA,"Moningal maaral",309.3077,279.4013,265.2474
"6141","Naine",52,"50+","Jah","Korg",NA,"Jah","Hoivatud","Hea","Akadeemiline korg","Korge",657.5963,"Suurel maaral",327.7808,276.9795,NA
"6142","Naine",62,"50+","Jah","Pohi","Pohi",NA,"Mitteaktiivne","Hea","Pohi","Madal",NA,"Uldse mitte",189.1641,189.3855,NA
"6143","Mees",44,"25-49","Jah","Kesk","Korg","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",1276.034,"Suurel maaral",282.4344,285.5685,260.9478
"6144","Naine",41,"25-49","Jah","Kesk",NA,"Ei","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",486.5391,"Moningal maaral",224.762,250.5361,233.6629
"6145","Naine",51,"50+","Jah","Pohi","Pohi",NA,"Tootu","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",270.9052,251.0253,NA
"6146","Naine",38,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",894.4446,"Vaga suurel maaral",310.4259,302.0123,NA
"6147","Naine",60,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",315.482,"Suurel maaral",277.4314,223.4975,NA
"6148","Naine",20,"16-24","Ei","Korg","Kesk","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",530.3769,"Vaga vahe",286.1508,288.177,273.145
"6149","Mees",34,"25-49","Ei","Kesk","Pohi",NA,"Hoivatud","Vaga hea","Kesk","Keskmine",618.1215,"Moningal maaral",346.9923,335.3075,315.7363
"6150","Naine",34,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",330,"Suurel maaral",264.2054,275.0448,274.7141
"6151","Mees",39,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",1040,"Suurel maaral",260.6543,252.7368,297.8451
"6152","Mees",39,"25-49","Ei","Kesk","Kesk",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",283.4251,240.2034,NA
"6153","Mees",50,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",1500,"Suurel maaral",327.9448,335.239,304.4804
"6154","Mees",18,"16-24","Ei","Korg","Korg","Ei","Hoivatud","Vaga hea","Pohi","Madal",NA,"Suurel maaral",302.1678,296.9483,281.5677
"6155","Naine",40,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",520,"Suurel maaral",269.3539,263.6949,268.3463
"6156","Naine",63,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",479.96,"Suurel maaral",278.8224,310.7919,265.101
"6157","Naine",41,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",NA,"Vaga suurel maaral",239.4155,240.9878,277.7719
"6158","Naine",31,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Suureparane","Akadeemiline korg","Korge",1802.363,"Suurel maaral",315.6407,304.1195,319.7998
"6159","Naine",22,"16-24","Ei","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",345,"Vaga suurel maaral",298.507,198.3098,238.5691
"6160","Naine",38,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",1000,"Suurel maaral",290.0069,273.4681,NA
"6161","Mees",27,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1276.034,"Moningal maaral",297.4563,294.2368,292.6564
"6162","Mees",59,"50+","Jah","Kesk","Pohi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",280.7824,290.4539,NA
"6163","Naine",65,"50+","Jah","Kesk","Korg","Ei","Hoivatud","Rahuldav","Akadeemiline korg","Korge",601.0158,"Vaga suurel maaral",254.3673,239.5573,NA
"6164","Naine",26,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",862,"Suurel maaral",347.5959,351.4086,386.0534
"6165","Mees",56,"50+","Jah","Pohi","Pohi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Vaga vahe",244.6469,225.0186,NA
"6166","Mees",52,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",268.0277,246.7041,NA
"6167","Mees",55,"50+","Jah","Pohi","Pohi","Jah","Tootu","Hea","Kesk","Keskmine",NA,"Vaga vahe",257.1434,244.6087,NA
"6168","Naine",40,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Kesk-jargne kutse","Keskmine",433.9062,"Moningal maaral",259.9353,268.4875,291.0619
"6169","Mees",30,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Pohi","Madal",1210.242,"Suurel maaral",283.4297,303.7359,249.4299
"6170","Naine",51,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Pohi","Madal",416.8004,"Moningal maaral",262.5691,270.6253,243.1095
"6171","Mees",65,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Moningal maaral",297.3348,294.3543,NA
"6172","Naine",42,"25-49","Jah","Korg","Korg","Ei","Hoivatud","Suureparane","Akadeemiline korg","Korge",900,"Suurel maaral",320.1107,331.4156,298.713
"6173","Naine",40,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",321.806,271.2415,NA
"6174","Naine",64,"50+","Jah","Pohi","Kesk",NA,"Mitteaktiivne","Hea","Pohi","Madal",NA,"Moningal maaral",244.2914,209.6349,NA
"6175","Mees",52,"50+","Jah","Kesk","Pohi",NA,"Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Uldse mitte",275.2433,262.1084,NA
"6176","Mees",52,"50+","Jah","Korg","Kesk","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",881.2864,"Suurel maaral",309.2252,337.2359,310.5747
"6177","Mees",56,"50+","Jah","Pohi","Pohi",NA,"Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Moningal maaral",292.1287,276.706,NA
